,Last Refresh: 2024-11-24 19:15:48,,,
Calendar Basis,,,,
Portfolio, ,원,,
Item, , ,,
Frequency,일간,KRW,,
Non-Trading Day,Previous,Asc,,
Include Weekend,ALL, ,,
Term,20071020,20241120,,
Symbol,I.001,I.101,I.201,I.253
Symbol Name,코스피,코스피 200,코스닥,코스닥 150
Kind,IDX,IDX,IDX,IDX
Item,I31000040F,I31000040F,I31000040F,I31000040F
Item Name,종가지수(포인트),종가지수(포인트),종가지수(포인트),종가지수(포인트)
Frequency,DAILY,DAILY,DAILY,DAILY
2012-12-08,"1,957.45",258.78,489.22,860.94
2012-12-09,"1,957.45",258.78,489.22,860.94
2012-12-10,"1,957.42",259.03,489.59,862.36
2012-12-11,"1,964.62",260.12,481.59,847.84
2012-12-12,"1,975.44",261.67,485.33,858.04
2012-12-13,"2,002.77",265.79,490.15,865.78
2012-12-14,"1,995.04",264.56,491.65,867.98
2012-12-15,"1,995.04",264.56,491.65,867.98
2012-12-16,"1,995.04",264.56,491.65,867.98
2012-12-17,"1,983.07",262.76,485.48,854.18
2012-12-18,"1,993.09",264.23,483.19,850.52
2012-12-19,"1,993.09",264.23,483.19,850.52
2012-12-20,"1,999.50",264.78,479.21,843.06
2012-12-21,"1,980.42",261.89,478.06,844.25
2012-12-22,"1,980.42",261.89,478.06,844.25
2012-12-23,"1,980.42",261.89,478.06,844.25
2012-12-24,"1,981.82",262.11,483.76,856.66
2012-12-25,"1,981.82",262.11,483.76,856.66
2012-12-26,"1,982.25",261.97,482.76,851.56
2012-12-27,"1,987.35",262.68,492.08,873.88
2012-12-28,"1,997.05",263.92,496.32,880.20
2012-12-29,"1,997.05",263.92,496.32,880.20
2012-12-30,"1,997.05",263.92,496.32,880.20
2012-12-31,"1,997.05",263.92,496.32,880.20
2013-01-01,"1,997.05",263.92,496.32,880.20
2013-01-02,"2,031.10",269.16,501.61,889.20
2013-01-03,"2,019.41",267.52,499.07,882.36
2013-01-04,"2,011.94",266.14,504.84,895.21
2013-01-05,"2,011.94",266.14,504.84,895.21
2013-01-06,"2,011.94",266.14,504.84,895.21
2013-01-07,"2,011.25",265.97,508.72,903.64
2013-01-08,"1,997.94",263.95,509.01,903.01
2013-01-09,"1,991.81",262.90,511.94,908.78
2013-01-10,"2,006.80",264.95,514.48,912.80
2013-01-11,"1,996.67",263.32,515.42,913.89
2013-01-12,"1,996.67",263.32,515.42,913.89
2013-01-13,"1,996.67",263.32,515.42,913.89
2013-01-14,"2,007.04",264.80,513.44,907.34
2013-01-15,"1,983.74",261.43,508.02,896.22
2013-01-16,"1,977.45",260.49,507.68,896.37
2013-01-17,"1,974.27",260.10,506.35,893.45
2013-01-18,"1,987.85",261.71,512.24,903.14
2013-01-19,"1,987.85",261.71,512.24,903.14
2013-01-20,"1,987.85",261.71,512.24,903.14
2013-01-21,"1,986.86",261.30,514.66,905.80
2013-01-22,"1,996.52",262.91,516.59,909.92
2013-01-23,"1,980.41",261.10,513.26,902.85
2013-01-24,"1,964.48",258.74,508.63,892.99
2013-01-25,"1,946.69",256.06,506.83,891.35
2013-01-26,"1,946.69",256.06,506.83,891.35
2013-01-27,"1,946.69",256.06,506.83,891.35
2013-01-28,"1,939.71",254.66,504.20,883.17
2013-01-29,"1,955.96",257.22,505.35,886.27
2013-01-30,"1,964.43",258.47,502.80,880.65
2013-01-31,"1,961.94",258.07,503.67,883.56
2013-02-01,"1,957.79",257.64,503.31,884.83
2013-02-02,"1,957.79",257.64,503.31,884.83
2013-02-03,"1,957.79",257.64,503.31,884.83
2013-02-04,"1,953.21",256.89,501.32,885.72
2013-02-05,"1,938.18",254.82,498.16,880.24
2013-02-06,"1,936.19",254.31,502.56,888.61
2013-02-07,"1,931.77",254.00,501.78,885.70
2013-02-08,"1,950.90",257.09,504.94,890.95
2013-02-09,"1,950.90",257.09,504.94,890.95
2013-02-10,"1,950.90",257.09,504.94,890.95
2013-02-11,"1,950.90",257.09,504.94,890.95
2013-02-12,"1,945.79",256.65,503.72,887.24
2013-02-13,"1,976.07",260.92,507.99,893.93
2013-02-14,"1,979.61",261.44,512.53,901.52
2013-02-15,"1,981.18",261.61,514.58,903.27
2013-02-16,"1,981.18",261.61,514.58,903.27
2013-02-17,"1,981.18",261.61,514.58,903.27
2013-02-18,"1,981.91",261.63,518.52,911.10
2013-02-19,"1,985.83",262.16,522.49,919.75
2013-02-20,"2,024.64",268.07,525.69,925.18
2013-02-21,"2,015.22",266.85,524.44,924.31
2013-02-22,"2,018.89",267.15,528.36,931.46
2013-02-23,"2,018.89",267.15,528.36,931.46
2013-02-24,"2,018.89",267.15,528.36,931.46
2013-02-25,"2,009.52",266.01,527.27,928.89
2013-02-26,"2,000.01",264.68,528.56,932.55
2013-02-27,"2,004.04",265.04,533.36,942.39
2013-02-28,"2,026.49",268.01,535.87,944.37
2013-03-01,"2,026.49",268.01,535.87,944.37
2013-03-02,"2,026.49",268.01,535.87,944.37
2013-03-03,"2,026.49",268.01,535.87,944.37
2013-03-04,"2,013.15",266.14,537.38,948.73
2013-03-05,"2,016.61",266.54,543.96,962.50
2013-03-06,"2,020.74",267.25,544.36,962.09
2013-03-07,"2,004.40",264.78,541.30,956.56
2013-03-08,"2,006.01",264.57,543.10,958.71
2013-03-09,"2,006.01",264.57,543.10,958.71
2013-03-10,"2,006.01",264.57,543.10,958.71
2013-03-11,"2,003.35",264.15,540.44,956.27
2013-03-12,"1,993.34",262.43,543.88,963.23
2013-03-13,"1,999.73",263.33,549.73,971.98
2013-03-14,"2,002.13",263.37,553.58,976.86
2013-03-15,"1,986.50",260.84,554.81,980.43
2013-03-16,"1,986.50",260.84,554.81,980.43
2013-03-17,"1,986.50",260.84,554.81,980.43
2013-03-18,"1,968.18",258.30,541.09,953.43
2013-03-19,"1,978.56",259.79,550.01,970.40
2013-03-20,"1,959.41",257.04,546.26,963.31
2013-03-21,"1,950.82",255.82,544.56,960.64
2013-03-22,"1,948.71",255.33,551.25,973.01
2013-03-23,"1,948.71",255.33,551.25,973.01
2013-03-24,"1,948.71",255.33,551.25,973.01
2013-03-25,"1,977.67",259.58,549.56,964.76
2013-03-26,"1,983.70",260.54,549.90,964.97
2013-03-27,"1,993.44",261.86,548.72,961.70
2013-03-28,"1,993.52",261.86,552.64,969.51
2013-03-29,"2,004.89",263.39,555.02,973.03
2013-03-30,"2,004.89",263.39,555.02,973.03
2013-03-31,"2,004.89",263.39,555.02,973.03
2013-04-01,"1,995.99",262.27,553.97,968.51
2013-04-02,"1,986.15",260.79,552.83,968.61
2013-04-03,"1,983.22",260.36,557.96,982.20
2013-04-04,"1,959.45",257.05,555.23,980.97
2013-04-05,"1,927.23",252.77,547.51,967.46
2013-04-06,"1,927.23",252.77,547.51,967.46
2013-04-07,"1,927.23",252.77,547.51,967.46
2013-04-08,"1,918.69",252.39,528.78,930.79
2013-04-09,"1,920.74",252.53,528.15,932.64
2013-04-10,"1,935.58",254.34,534.84,941.32
2013-04-11,"1,949.80",256.18,544.30,954.12
2013-04-12,"1,924.23",252.00,547.19,960.30
2013-04-13,"1,924.23",252.00,547.19,960.30
2013-04-14,"1,924.23",252.00,547.19,960.30
2013-04-15,"1,920.45",251.51,553.99,971.22
2013-04-16,"1,922.21",251.78,558.95,983.18
2013-04-17,"1,923.84",251.51,558.54,978.04
2013-04-18,"1,900.06",247.85,551.10,956.77
2013-04-19,"1,906.75",248.77,541.46,934.98
2013-04-20,"1,906.75",248.77,541.46,934.98
2013-04-21,"1,906.75",248.77,541.46,934.98
2013-04-22,"1,926.31",251.46,547.10,942.05
2013-04-23,"1,918.63",250.01,554.37,956.90
2013-04-24,"1,935.31",252.00,563.81,975.65
2013-04-25,"1,951.60",254.49,559.40,960.55
2013-04-26,"1,944.56",253.04,565.35,970.70
2013-04-27,"1,944.56",253.04,565.35,970.70
2013-04-28,"1,944.56",253.04,565.35,970.70
2013-04-29,"1,940.70",252.25,568.36,973.71
2013-04-30,"1,963.95",255.72,563.87,962.25
2013-05-01,"1,963.95",255.72,563.87,962.25
2013-05-02,"1,957.21",254.92,560.48,951.72
2013-05-03,"1,965.71",256.02,565.33,958.77
2013-05-04,"1,965.71",256.02,565.33,958.77
2013-05-05,"1,965.71",256.02,565.33,958.77
2013-05-06,"1,961.48",255.20,567.13,960.79
2013-05-07,"1,954.35",253.84,573.68,973.35
2013-05-08,"1,956.45",254.02,576.70,974.69
2013-05-09,"1,979.45",257.53,573.35,964.93
2013-05-10,"1,944.75",252.72,569.70,958.02
2013-05-11,"1,944.75",252.72,569.70,958.02
2013-05-12,"1,944.75",252.72,569.70,958.02
2013-05-13,"1,948.70",253.29,565.72,952.06
2013-05-14,"1,968.83",256.29,560.47,947.77
2013-05-15,"1,971.26",256.60,565.65,956.41
2013-05-16,"1,986.81",258.99,566.06,959.00
2013-05-17,"1,986.81",258.99,566.06,959.00
2013-05-18,"1,986.81",258.99,566.06,959.00
2013-05-19,"1,986.81",258.99,566.06,959.00
2013-05-20,"1,982.43",258.60,567.32,961.87
2013-05-21,"1,981.09",258.18,572.69,970.79
2013-05-22,"1,993.83",260.19,574.25,969.88
2013-05-23,"1,969.19",256.66,569.34,962.15
2013-05-24,"1,973.45",257.32,574.06,970.64
2013-05-25,"1,973.45",257.32,574.06,970.64
2013-05-26,"1,973.45",257.32,574.06,970.64
2013-05-27,"1,979.97",258.19,577.56,975.57
2013-05-28,"1,986.22",258.59,585.76,991.98
2013-05-29,"2,001.20",260.92,585.69,992.14
2013-05-30,"2,000.10",261.21,581.13,985.19
2013-05-31,"2,001.05",261.47,577.87,980.29
2013-06-01,"2,001.05",261.47,577.87,980.29
2013-06-02,"2,001.05",261.47,577.87,980.29
2013-06-03,"1,989.57",260.29,569.41,962.42
2013-06-04,"1,989.51",260.54,561.55,948.26
2013-06-05,"1,959.19",256.51,549.09,924.50
2013-06-06,"1,959.19",256.51,549.09,924.50
2013-06-07,"1,923.85",251.20,535.75,901.77
2013-06-08,"1,923.85",251.20,535.75,901.77
2013-06-09,"1,923.85",251.20,535.75,901.77
2013-06-10,"1,932.70",252.20,547.00,922.38
2013-06-11,"1,920.68",250.19,547.87,920.78
2013-06-12,"1,909.91",248.50,546.20,916.93
2013-06-13,"1,882.73",244.49,540.82,908.40
2013-06-14,"1,889.24",245.36,536.04,899.90
2013-06-15,"1,889.24",245.36,536.04,899.90
2013-06-16,"1,889.24",245.36,536.04,899.90
2013-06-17,"1,883.10",244.77,524.50,881.64
2013-06-18,"1,900.62",247.13,534.26,901.23
2013-06-19,"1,888.31",245.44,531.41,894.20
2013-06-20,"1,850.49",240.26,525.59,887.47
2013-06-21,"1,822.83",236.57,520.89,881.56
2013-06-22,"1,822.83",236.57,520.89,881.56
2013-06-23,"1,822.83",236.57,520.89,881.56
2013-06-24,"1,799.01",233.47,508.65,860.64
2013-06-25,"1,780.63",231.75,480.96,818.07
2013-06-26,"1,783.45",231.52,493.07,841.08
2013-06-27,"1,834.70",238.65,512.25,874.16
2013-06-28,"1,863.32",242.27,519.06,886.36
2013-06-29,"1,863.32",242.27,519.06,886.36
2013-06-30,"1,863.32",242.27,519.06,886.36
2013-07-01,"1,855.73",241.05,527.81,906.21
2013-07-02,"1,855.02",240.80,526.92,909.66
2013-07-03,"1,824.66",236.63,521.31,900.94
2013-07-04,"1,839.14",238.56,525.22,905.56
2013-07-05,"1,833.31",237.28,525.40,905.17
2013-07-06,"1,833.31",237.28,525.40,905.17
2013-07-07,"1,833.31",237.28,525.40,905.17
2013-07-08,"1,816.85",235.12,515.85,887.89
2013-07-09,"1,830.35",236.94,519.34,889.08
2013-07-10,"1,824.16",236.23,515.64,883.45
2013-07-11,"1,877.60",243.88,527.25,903.81
2013-07-12,"1,869.98",242.72,532.47,912.19
2013-07-13,"1,869.98",242.72,532.47,912.19
2013-07-14,"1,869.98",242.72,532.47,912.19
2013-07-15,"1,875.16",243.43,531.67,907.77
2013-07-16,"1,866.36",242.02,537.72,920.14
2013-07-17,"1,887.49",244.82,541.82,927.83
2013-07-18,"1,875.48",242.92,541.56,926.44
2013-07-19,"1,871.41",242.03,541.87,925.80
2013-07-20,"1,871.41",242.03,541.87,925.80
2013-07-21,"1,871.41",242.03,541.87,925.80
2013-07-22,"1,880.35",243.18,541.14,925.47
2013-07-23,"1,904.15",246.63,541.64,925.04
2013-07-24,"1,912.08",247.84,543.60,927.10
2013-07-25,"1,909.61",247.71,541.94,922.92
2013-07-26,"1,910.81",247.80,545.31,930.81
2013-07-27,"1,910.81",247.80,545.31,930.81
2013-07-28,"1,910.81",247.80,545.31,930.81
2013-07-29,"1,899.89",246.53,540.98,926.87
2013-07-30,"1,917.05",248.78,546.43,939.57
2013-07-31,"1,914.03",247.99,554.31,961.94
2013-08-01,"1,920.74",248.89,549.52,945.71
2013-08-02,"1,923.38",249.33,551.76,949.22
2013-08-03,"1,923.38",249.33,551.76,949.22
2013-08-04,"1,923.38",249.33,551.76,949.22
2013-08-05,"1,916.22",248.25,556.60,961.22
2013-08-06,"1,906.62",246.80,557.36,962.86
2013-08-07,"1,878.33",242.75,554.73,959.26
2013-08-08,"1,883.97",243.39,555.30,957.60
2013-08-09,"1,880.71",243.13,554.93,952.98
2013-08-10,"1,880.71",243.13,554.93,952.98
2013-08-11,"1,880.71",243.13,554.93,952.98
2013-08-12,"1,884.83",243.78,550.25,942.30
2013-08-13,"1,913.03",248.20,550.85,945.25
2013-08-14,"1,923.91",249.82,550.87,944.08
2013-08-15,"1,923.91",249.82,550.87,944.08
2013-08-16,"1,920.11",249.23,548.79,940.15
2013-08-17,"1,920.11",249.23,548.79,940.15
2013-08-18,"1,920.11",249.23,548.79,940.15
2013-08-19,"1,917.64",248.89,550.49,946.58
2013-08-20,"1,887.85",245.13,537.57,926.68
2013-08-21,"1,867.46",242.49,530.54,914.54
2013-08-22,"1,849.12",240.37,517.64,890.72
2013-08-23,"1,870.16",243.37,529.19,911.07
2013-08-24,"1,870.16",243.37,529.19,911.07
2013-08-25,"1,870.16",243.37,529.19,911.07
2013-08-26,"1,887.86",245.71,533.73,916.59
2013-08-27,"1,885.84",245.71,524.39,897.55
2013-08-28,"1,884.52",245.67,517.44,884.94
2013-08-29,"1,907.54",248.86,520.37,887.41
2013-08-30,"1,926.36",251.74,516.74,874.70
2013-08-31,"1,926.36",251.74,516.74,874.70
2013-09-01,"1,926.36",251.74,516.74,874.70
2013-09-02,"1,924.81",251.13,525.18,895.06
2013-09-03,"1,933.74",252.05,525.89,895.12
2013-09-04,"1,933.03",252.15,526.16,893.84
2013-09-05,"1,951.65",254.62,528.06,897.86
2013-09-06,"1,955.31",255.25,523.77,887.55
2013-09-07,"1,955.31",255.25,523.77,887.55
2013-09-08,"1,955.31",255.25,523.77,887.55
2013-09-09,"1,974.67",258.12,521.11,882.32
2013-09-10,"1,994.06",261.20,523.15,887.45
2013-09-11,"2,003.85",262.38,529.34,900.65
2013-09-12,"2,004.06",262.32,529.58,901.34
2013-09-13,"1,994.32",260.83,530.89,904.13
2013-09-14,"1,994.32",260.83,530.89,904.13
2013-09-15,"1,994.32",260.83,530.89,904.13
2013-09-16,"2,013.37",263.86,526.20,895.84
2013-09-17,"2,005.58",262.56,527.11,897.78
2013-09-18,"2,005.58",262.56,527.11,897.78
2013-09-19,"2,005.58",262.56,527.11,897.78
2013-09-20,"2,005.58",262.56,527.11,897.78
2013-09-21,"2,005.58",262.56,527.11,897.78
2013-09-22,"2,005.58",262.56,527.11,897.78
2013-09-23,"2,009.41",263.02,527.07,900.85
2013-09-24,"2,007.10",262.83,527.29,902.09
2013-09-25,"1,998.06",261.45,527.27,902.04
2013-09-26,"2,007.32",262.68,532.83,913.24
2013-09-27,"2,011.80",262.94,537.50,920.84
2013-09-28,"2,011.80",262.94,537.50,920.84
2013-09-29,"2,011.80",262.94,537.50,920.84
2013-09-30,"1,996.96",260.91,534.89,917.72
2013-10-01,"1,998.87",261.48,530.35,912.44
2013-10-02,"1,999.47",261.87,532.02,914.95
2013-10-03,"1,999.47",261.87,532.02,914.95
2013-10-04,"1,996.98",261.78,532.01,915.44
2013-10-05,"1,996.98",261.78,532.01,915.44
2013-10-06,"1,996.98",261.78,532.01,915.44
2013-10-07,"1,994.42",261.85,528.44,908.31
2013-10-08,"2,002.76",263.14,528.83,910.37
2013-10-09,"2,002.76",263.14,528.83,910.37
2013-10-10,"2,001.40",262.90,529.04,907.59
2013-10-11,"2,024.90",266.35,532.60,913.99
2013-10-12,"2,024.90",266.35,532.60,913.99
2013-10-13,"2,024.90",266.35,532.60,913.99
2013-10-14,"2,020.27",265.81,531.66,914.42
2013-10-15,"2,040.96",269.02,533.12,916.07
2013-10-16,"2,034.61",268.25,525.68,902.12
2013-10-17,"2,040.61",269.59,521.52,892.61
2013-10-18,"2,052.40",271.24,525.69,900.15
2013-10-19,"2,052.40",271.24,525.69,900.15
2013-10-20,"2,052.40",271.24,525.69,900.15
2013-10-21,"2,053.01",271.22,529.34,907.67
2013-10-22,"2,056.12",271.11,531.89,912.95
2013-10-23,"2,035.75",268.03,525.38,899.53
2013-10-24,"2,046.69",269.36,531.03,909.15
2013-10-25,"2,034.39",267.51,534.02,914.82
2013-10-26,"2,034.39",267.51,534.02,914.82
2013-10-27,"2,034.39",267.51,534.02,914.82
2013-10-28,"2,048.14",269.74,534.98,914.80
2013-10-29,"2,051.76",270.28,533.91,913.47
2013-10-30,"2,059.58",271.44,537.68,921.41
2013-10-31,"2,030.09",266.91,532.44,910.62
2013-11-01,"2,039.42",268.63,534.74,912.84
2013-11-02,"2,039.42",268.63,534.74,912.84
2013-11-03,"2,039.42",268.63,534.74,912.84
2013-11-04,"2,025.17",266.59,533.64,907.27
2013-11-05,"2,013.93",264.96,528.73,897.46
2013-11-06,"2,013.67",264.62,525.99,891.64
2013-11-07,"2,004.04",263.34,520.65,879.88
2013-11-08,"1,984.87",260.53,515.74,873.61
2013-11-09,"1,984.87",260.53,515.74,873.61
2013-11-10,"1,984.87",260.53,515.74,873.61
2013-11-11,"1,977.30",260.15,502.94,853.74
2013-11-12,"1,995.48",262.81,510.73,868.11
2013-11-13,"1,963.56",258.04,505.60,858.95
2013-11-14,"1,967.56",258.44,511.75,870.14
2013-11-15,"2,005.64",264.20,512.74,872.00
2013-11-16,"2,005.64",264.20,512.74,872.00
2013-11-17,"2,005.64",264.20,512.74,872.00
2013-11-18,"2,010.81",265.03,509.54,868.13
2013-11-19,"2,031.64",267.81,505.50,862.50
2013-11-20,"2,017.24",265.62,504.16,859.89
2013-11-21,"1,993.78",262.20,501.05,854.47
2013-11-22,"2,006.23",263.86,504.06,859.53
2013-11-23,"2,006.23",263.86,504.06,859.53
2013-11-24,"2,006.23",263.86,504.06,859.53
2013-11-25,"2,015.98",265.21,507.76,869.53
2013-11-26,"2,022.64",266.26,510.54,873.50
2013-11-27,"2,028.81",267.15,511.65,875.44
2013-11-28,"2,045.77",269.70,515.52,882.80
2013-11-29,"2,044.87",269.57,517.06,885.35
2013-11-30,"2,044.87",269.57,517.06,885.35
2013-12-01,"2,044.87",269.57,517.06,885.35
2013-12-02,"2,030.78",267.58,512.69,879.65
2013-12-03,"2,009.36",264.84,508.16,870.15
2013-12-04,"1,986.80",261.48,506.28,867.37
2013-12-05,"1,984.77",261.10,506.32,865.46
2013-12-06,"1,980.41",260.71,506.32,867.22
2013-12-07,"1,980.41",260.71,506.32,867.22
2013-12-08,"1,980.41",260.71,506.32,867.22
2013-12-09,"2,000.38",263.70,502.23,861.10
2013-12-10,"1,993.45",262.68,497.72,855.94
2013-12-11,"1,977.97",260.55,494.78,849.55
2013-12-12,"1,967.93",259.05,495.64,850.72
2013-12-13,"1,962.91",258.04,494.36,846.26
2013-12-14,"1,962.91",258.04,494.36,846.26
2013-12-15,"1,962.91",258.04,494.36,846.26
2013-12-16,"1,961.15",257.90,488.19,833.90
2013-12-17,"1,965.74",258.72,486.15,830.55
2013-12-18,"1,974.63",259.98,485.65,829.65
2013-12-19,"1,975.65",260.20,484.17,825.55
2013-12-20,"1,983.35",261.27,488.41,833.68
2013-12-21,"1,983.35",261.27,488.41,833.68
2013-12-22,"1,983.35",261.27,488.41,833.68
2013-12-23,"1,996.89",263.24,489.63,835.58
2013-12-24,"2,001.59",263.58,491.08,838.82
2013-12-25,"2,001.59",263.58,491.08,838.82
2013-12-26,"1,999.30",263.15,488.87,832.78
2013-12-27,"2,002.28",263.32,496.77,850.39
2013-12-28,"2,002.28",263.32,496.77,850.39
2013-12-29,"2,002.28",263.32,496.77,850.39
2013-12-30,"2,011.34",264.24,499.99,855.88
2013-12-31,"2,011.34",264.24,499.99,855.88
2014-01-01,"2,011.34",264.24,499.99,855.88
2014-01-02,"1,967.19",257.64,496.28,849.36
2014-01-03,"1,946.14",254.48,499.33,856.67
2014-01-04,"1,946.14",254.48,499.33,856.67
2014-01-05,"1,946.14",254.48,499.33,856.67
2014-01-06,"1,953.28",255.41,500.62,857.56
2014-01-07,"1,959.44",255.98,504.86,866.29
2014-01-08,"1,958.96",255.76,509.78,879.34
2014-01-09,"1,946.11",253.63,511.60,881.62
2014-01-10,"1,938.54",252.48,510.19,877.64
2014-01-11,"1,938.54",252.48,510.19,877.64
2014-01-12,"1,938.54",252.48,510.19,877.64
2014-01-13,"1,948.92",254.08,512.92,881.47
2014-01-14,"1,946.07",253.97,512.27,877.05
2014-01-15,"1,953.28",254.73,515.97,884.29
2014-01-16,"1,957.32",255.36,517.83,887.82
2014-01-17,"1,944.48",253.46,518.10,887.84
2014-01-18,"1,944.48",253.46,518.10,887.84
2014-01-19,"1,944.48",253.46,518.10,887.84
2014-01-20,"1,953.78",254.81,519.99,891.07
2014-01-21,"1,963.89",256.34,520.99,894.15
2014-01-22,"1,970.42",257.08,523.07,898.36
2014-01-23,"1,947.59",253.74,522.72,900.20
2014-01-24,"1,940.56",252.89,520.31,895.65
2014-01-25,"1,940.56",252.89,520.31,895.65
2014-01-26,"1,940.56",252.89,520.31,895.65
2014-01-27,"1,910.34",248.95,507.51,871.28
2014-01-28,"1,916.93",249.91,509.29,875.85
2014-01-29,"1,941.15",252.89,515.20,884.82
2014-01-30,"1,941.15",252.89,515.20,884.82
2014-01-31,"1,941.15",252.89,515.20,884.82
2014-02-01,"1,941.15",252.89,515.20,884.82
2014-02-02,"1,941.15",252.89,515.20,884.82
2014-02-03,"1,919.96",250.01,513.62,882.71
2014-02-04,"1,886.85",245.30,507.56,871.41
2014-02-05,"1,891.32",246.04,505.62,863.86
2014-02-06,"1,907.89",248.56,509.87,870.94
2014-02-07,"1,922.50",250.51,514.45,877.75
2014-02-08,"1,922.50",250.51,514.45,877.75
2014-02-09,"1,922.50",250.51,514.45,877.75
2014-02-10,"1,923.30",250.47,518.47,883.63
2014-02-11,"1,932.06",251.87,518.90,881.76
2014-02-12,"1,935.84",252.31,520.64,884.38
2014-02-13,"1,926.96",250.97,521.82,886.74
2014-02-14,"1,940.28",252.74,522.58,886.23
2014-02-15,"1,940.28",252.74,522.58,886.23
2014-02-16,"1,940.28",252.74,522.58,886.23
2014-02-17,"1,946.36",253.64,522.00,884.14
2014-02-18,"1,946.91",253.66,525.42,892.90
2014-02-19,"1,942.93",252.92,529.87,904.28
2014-02-20,"1,930.57",250.95,525.69,894.10
2014-02-21,"1,957.83",255.22,528.51,900.88
2014-02-22,"1,957.83",255.22,528.51,900.88
2014-02-23,"1,957.83",255.22,528.51,900.88
2014-02-24,"1,949.05",254.01,526.34,895.06
2014-02-25,"1,964.86",256.24,528.61,899.14
2014-02-26,"1,970.77",257.31,529.23,898.96
2014-02-27,"1,978.43",258.28,528.37,896.50
2014-02-28,"1,979.99",258.41,528.96,896.99
2014-03-01,"1,979.99",258.41,528.96,896.99
2014-03-02,"1,979.99",258.41,528.96,896.99
2014-03-03,"1,964.69",256.29,529.86,899.85
2014-03-04,"1,954.11",254.78,531.54,901.00
2014-03-05,"1,971.24",257.30,536.77,907.33
2014-03-06,"1,975.62",257.63,540.33,913.69
2014-03-07,"1,974.68",257.35,543.76,920.70
2014-03-08,"1,974.68",257.35,543.76,920.70
2014-03-09,"1,974.68",257.35,543.76,920.70
2014-03-10,"1,954.42",254.48,542.19,916.91
2014-03-11,"1,963.87",255.49,547.68,926.05
2014-03-12,"1,932.54",251.11,539.30,907.49
2014-03-13,"1,934.38",251.09,547.51,921.60
2014-03-14,"1,919.90",249.02,544.27,915.73
2014-03-15,"1,919.90",249.02,544.27,915.73
2014-03-16,"1,919.90",249.02,544.27,915.73
2014-03-17,"1,927.53",250.15,535.82,898.72
2014-03-18,"1,940.21",251.87,541.15,908.40
2014-03-19,"1,937.68",251.32,542.25,910.66
2014-03-20,"1,919.52",248.68,541.79,904.97
2014-03-21,"1,934.94",250.68,546.81,913.56
2014-03-22,"1,934.94",250.68,546.81,913.56
2014-03-23,"1,934.94",250.68,546.81,913.56
2014-03-24,"1,945.55",252.31,545.60,910.99
2014-03-25,"1,941.25",251.56,539.05,898.47
2014-03-26,"1,964.31",255.08,544.13,911.97
2014-03-27,"1,977.97",257.26,541.46,903.92
2014-03-28,"1,981.00",257.44,544.10,906.88
2014-03-29,"1,981.00",257.44,544.10,906.88
2014-03-30,"1,981.00",257.44,544.10,906.88
2014-03-31,"1,985.61",258.11,541.58,903.93
2014-04-01,"1,991.98",258.95,549.08,917.79
2014-04-02,"1,997.25",259.70,557.65,936.49
2014-04-03,"1,993.70",259.34,557.01,936.97
2014-04-04,"1,988.09",259.47,560.44,942.09
2014-04-05,"1,988.09",259.47,560.44,942.09
2014-04-06,"1,988.09",259.47,560.44,942.09
2014-04-07,"1,989.70",259.89,554.23,931.25
2014-04-08,"1,993.03",260.47,554.07,930.61
2014-04-09,"1,998.95",261.21,552.22,924.08
2014-04-10,"2,008.61",262.41,555.10,927.60
2014-04-11,"1,997.44",260.53,555.87,928.20
2014-04-12,"1,997.44",260.53,555.87,928.20
2014-04-13,"1,997.44",260.53,555.87,928.20
2014-04-14,"1,997.02",260.51,562.04,940.08
2014-04-15,"1,992.27",259.74,562.11,937.67
2014-04-16,"1,992.21",259.83,565.96,940.67
2014-04-17,"1,992.05",259.66,565.75,939.50
2014-04-18,"2,004.28",261.52,571.23,954.09
2014-04-19,"2,004.28",261.52,571.23,954.09
2014-04-20,"2,004.28",261.52,571.23,954.09
